,total_requests,js_requests,img_requests,doc_requests,css_requests,font_requests,media_requests,other_requests,3rdparty_requests,total_size,js_size,img_size,doc_size,css_size,font_size,media_size,other_size,3rdparty_size,firstContentfulPaint,firstMeaningfulPaint,largestContentfulPaint,totalCumulativeLayoutShift,speedIndex,interactive,observedLoad,observedDomContentLoaded,RequestsBeforeSI,TransferBeforeSI,RequestsAfterSI,TransferAfterSI
https://amazon.ca/,384,16,274,6,6,8,2,72,348,4893.596,370.233,3157.177,146.324,68.307,171.52,938.217,41.818,4755.866,2669,2669,4468,0.1503156830258724,5308,8517,9758,6150,101,1570208,286,3330699
https://apache.org/,59,16,23,2,6,3,0,9,34,1988.992,945.671,824.622,43.54,81.958,60.556,0.0,32.645,1126.531,1260,1572,2183,0.0002494209216724373,2573,2603,4526,2776,37,1808646,24,182182
https://500px.com/,98,21,32,2,5,0,0,38,39,8108.011,1503.031,6520.582,13.394,15.775,0.0,0.0,55.229,2559.158,2114,2522,6158,0.0,5242,6995,7707,2144,92,5069361,11,3055941
https://rutgers.edu/,165,18,73,4,10,5,2,53,134,37431.193,1067.73,16331.988,340.942,1859.47,71.183,17707.676,52.204,18867.669,3944,3944,6073,0.0023288238942297504,11115,10707,9786,6106,134,19713878,36,17718264
https://open.spotify.com/,138,32,19,5,5,6,0,71,120,3381.922,2445.354,305.445,27.711,88.273,357.771,0.0,157.368,3365.364,3350,3876,5787,0.007568927304964538,5558,7717,10656,3480,28,2257588,113,1124334
https://zillow.com/,11,2,2,1,1,0,0,5,7,433.611,300.014,124.869,2.363,3.079,0.0,0.0,3.286,387.112,2048,2048,2048,0.002909494206578525,3524,2737,4048,1829,7,307881,5,127735
https://google.ru/,36,10,7,2,1,2,0,14,13,786.811,612.252,29.789,57.885,0.92,26.204,0.0,59.761,319.584,770,770,1209,0.0,1432,2512,2968,1318,8,377116,30,411217
https://trello.com/,45,29,11,1,0,3,0,1,44,1002.531,252.869,568.777,72.149,0.0,108.463,0.0,0.273,930.382,1038,1363,1894,0.0002999281673517713,1833,1363,4072,1265,41,553384,8,557801
https://athemes.com/,51,15,22,1,6,1,0,6,15,963.201,205.663,656.234,20.475,41.961,35.91,0.0,2.958,114.31,1026,1026,1953,0.0,1786,2093,3617,1564,30,498841,21,464360
https://apple.com/,68,10,35,1,6,9,0,7,10,3818.311,360.763,1869.278,18.944,92.939,1470.155,0.0,6.232,1340.969,1774,2266,3657,0.0,3418,2555,4509,2780,66,3817135,3,24343
https://tufts.edu/,95,17,44,1,16,5,4,8,48,11224.96,761.763,2609.596,280.15,147.021,168.715,7218.501,39.214,938.98,2120,2468,3718,0.002292392379923136,6751,7914,9909,6984,72,3562166,25,7663874
https://youronlinechoices.com/,10,4,3,1,2,0,0,0,0,172.758,40.171,123.149,2.817,6.621,0.0,0.0,0.0,0.0,560,560,711,0.04415650701923357,1343,560,1923,1433,9,115243,2,59371
https://imgur.com/,436,48,134,49,4,4,6,191,361,4990.361,1035.065,1212.631,51.192,21.687,135.614,2417.929,116.243,606.81,2808,3526,4568,0.012322509965056827,7961,20097,35229,2725,95,2255143,343,2735218
https://facebook.com/,28,13,4,1,5,0,0,5,22,302.985,229.942,26.768,25.355,15.916,0.0,0.0,5.004,276.887,1051,1051,1170,0.0,1504,1051,2859,1765,16,208540,14,94445
https://oracle.com/,111,41,42,3,3,5,0,17,23,2808.95,580.634,1496.716,79.082,237.751,369.793,0.0,44.974,169.571,1977,2095,4924,0.008049349023737063,8219,11923,17247,8187,74,2578615,46,246405
https://nasa.gov/,82,20,16,4,12,3,0,27,33,7961.404,6782.999,492.846,39.296,536.675,36.956,0.0,72.632,510.702,7864,7864,10036,0.5277886890741263,7864,11139,7128,3080,51,7446177,32,531076
https://accor.com/,272,37,52,4,14,4,0,161,230,8950.278,2430.144,1088.218,109.048,213.473,75.899,0.0,5033.496,6137.845,3726,3726,6917,0.044592748467207045,11537,14986,33573,11251,71,3595131,214,5364162
https://wikia.com/,110,20,52,3,1,1,0,33,101,2402.83,672.398,1323.165,290.929,1.228,34.151,0.0,80.959,2105.319,1880,1880,3246,0.0,2725,3653,5198,3444,50,1494568,62,908262
https://pcmag.com/,387,74,109,31,3,10,0,160,356,2393.013,1327.289,588.601,71.654,17.104,246.716,0.0,141.649,1982.113,1445,1719,7583,0.03030368901854926,9707,21810,32552,4877,93,1295806,310,1100215
https://fortune.com/,49,25,9,2,1,11,0,1,24,1399.069,605.594,283.923,64.23,1.583,440.591,0.0,3.148,436.817,618,852,3198,0.008081814427892102,1832,3655,4754,2338,27,899996,26,499814
https://sourceforge.net/,100,18,37,3,4,2,0,36,98,549.867,279.81,111.909,22.291,69.15,50.561,0.0,16.146,529.386,1398,1398,1994,0.0,2505,3193,5718,3380,30,425994,71,123873
https://android.com/,59,13,22,1,1,6,0,16,41,597.773,260.216,195.341,25.467,12.493,103.487,0.0,0.769,415.057,874,1072,2870,0.0003119367584686009,3807,3563,2139,1962,29,393788,32,204474
https://duckduckgo.com/,26,9,6,2,2,3,0,4,0,366.982,227.561,15.069,4.765,46.842,61.892,0.0,10.853,0.0,962,982,1022,1.435067419610259e-05,1104,1342,2003,1575,14,337760,14,44339
https://huffpost.com/,678,91,160,64,5,14,0,344,650,8957.129,2362.6,1140.376,361.521,20.541,678.69,0.0,4393.401,7927.692,689,827,1631,0.1882659867980438,6834,34873,12679,3711,91,2509888,596,6447976
https://medscape.com/,295,57,100,16,4,6,0,112,286,2284.652,1324.048,615.312,61.27,34.081,98.512,0.0,151.429,2252.615,1404,1421,4638,0.7976747338634798,5381,9216,12161,5113,114,1634436,183,650600
https://engadget.com/,97,27,42,2,10,4,0,12,89,3678.012,527.752,2902.189,54.64,26.913,154.752,0.0,11.766,3617.188,1423,1602,2124,0.004777922911102336,2692,4315,4532,4135,47,589854,50,3088158
https://iheart.com/,366,122,84,9,2,0,3,146,171,6978.441,1989.451,860.947,284.528,8.228,0.0,3651.307,183.98,1422.6,1378,1493,8046,0.40322470678983324,10605,19833,4545,4032,180,2068658,189,4911326
https://bitly.com/,82,24,19,3,4,5,0,27,79,1692.643,785.214,577.557,70.804,50.14,192.91,0.0,16.018,1553.8,1202,1307,4110,0.0,4946,3709,6356,2254,79,1648804,6,49820
https://fbcdn.net/,28,13,4,1,5,0,0,5,23,303.055,229.942,26.923,25.254,15.916,0.0,0.0,5.02,277.135,974,974,1094,0.0,1195,974,2086,1270,16,208600,14,94455
https://mcgill.ca/,90,36,17,4,6,8,0,19,61,2830.843,1364.159,753.633,63.098,440.73,176.132,0.0,33.091,1314.47,2610,2610,4067,0.17136637795571696,4135,5972,9262,3782,40,2356743,52,475685
https://jimdo.com/,130,39,30,4,0,4,1,52,87,2296.853,1638.791,206.726,108.69,0.0,82.806,199.232,60.608,526.243,1083,1115,1115,0.0506616044133215,3296,6007,5972,2384,40,1692786,99,604067
https://wordpress.org/,38,10,13,1,9,2,0,3,22,1449.566,117.186,968.715,16.532,77.914,267.676,0.0,1.543,1137.93,1067,1067,1687,0.006329147326748808,1560,1768,2239,1765,33,1231735,6,249559
https://m.me/,31,13,7,1,3,3,0,4,29,1538.723,240.128,1092.97,26.784,13.203,93.843,0.0,71.795,1511.91,976,976,1136,0.09752493743253038,1704,976,3240,1998,18,282409,13,1256314
https://webs.com/,73,40,17,3,4,5,0,4,68,734.097,291.186,347.114,6.924,13.961,73.89,0.0,1.022,717.894,1198,1326,1530,0.009519451111194678,2556,3434,5620,2353,32,540494,42,226757
https://squarespace.com/,443,56,164,9,28,2,0,184,371,3378.958,1528.697,1423.184,92.108,68.965,84.97,0.0,181.034,2389.847,1880,1880,2006,0.0007049758206258434,3900,9061,6039,5058,66,2070610,378,1308682
https://worldbank.org/,93,29,33,3,4,4,0,20,65,1379.147,563.5,588.981,29.858,34.097,145.943,0.0,16.768,1088.623,1264,1511,3098,0.024764787734328622,2807,3633,5789,3365,44,985681,49,393466
https://verywellmind.com/,81,13,38,3,2,2,0,23,42,926.4,583.327,197.059,40.256,17.884,61.607,0.0,26.267,404.669,1038,1049,1236,0.0,2114,4815,2691,1809,24,475352,59,466510
https://amazon.fr/,313,17,235,5,6,8,2,40,263,4286.531,421.609,2536.548,136.77,68.53,171.595,938.096,13.383,4143.305,1808,1845,3806,0.15038535768999006,5849,12227,15992,10283,103,902844,213,3390997
https://medicalnewstoday.com/,176,40,40,13,1,6,0,76,151,2015.108,1322.976,242.896,54.501,0.265,194.23,0.0,200.24,1526.992,1237,1237,1353,0.0352945502320044,4187,7984,11508,3232,43,1265494,136,749614
https://qq.com/,101,27,53,1,1,0,0,19,59,1328.596,657.276,617.403,27.784,15.133,0.0,0.0,11.0,1279.503,1397,1400,3306,0.013170976625560387,3486,6187,7459,4364,48,1030718,54,297878
https://walmart.com/,196,64,40,5,2,3,0,82,160,1534.731,729.357,291.855,77.393,69.838,51.065,0.0,315.223,1175.826,1486,3237,1856,0.035267839431135234,5513,6853,6374,2821,134,1191386,68,344947
https://amd.com/,89,34,17,3,7,9,1,18,28,6367.711,1095.674,1100.143,49.157,132.387,299.158,3327.252,363.94,889.161,1616,1674,3836,0.25100422582241655,7383,9220,11798,5115,76,2584612,17,3784638
https://vic.gov.au/,71,25,14,2,0,4,0,26,16,2665.294,885.88,543.907,167.212,0.0,101.128,0.0,967.167,248.776,3242,3242,3722,0.0,6762,11267,13201,6586,33,1489159,38,1176135
https://ebay.com/,236,74,86,20,7,4,0,45,209,2633.551,1180.338,1007.379,193.666,45.436,45.449,0.0,161.283,2375.932,927,968,1753,0.07272048340169457,6245,8318,2653,2374,168,2070565,74,563732
https://fbi.gov/,86,12,52,2,6,1,0,13,51,2996.822,555.395,1957.103,121.891,215.707,54.737,0.0,91.989,1118.734,1601,1735,2781,0.07652348020478825,2444,4541,4611,2454,27,1259330,66,1737492
https://computerworld.com/,259,67,93,5,17,12,0,65,206,2400.094,1636.485,246.167,46.138,58.881,305.019,0.0,107.404,2006.877,1316,1342,1996,0.16854954912501074,4032,16647,28435,4381,86,1259371,176,1142179
https://spreaker.com/,52,13,25,1,3,3,0,7,49,1514.688,505.75,621.888,14.313,53.525,312.553,0.0,6.659,1498.0,2660,2660,2942,0.0021621205361872847,3660,4985,7307,4316,21,1094925,33,421285
https://ebay.co.uk/,126,30,75,6,3,2,0,10,116,1621.85,324.944,1055.487,117.591,38.003,45.784,0.0,40.041,1485.855,1122,1142,2119,0.03267510018032683,3264,3244,3453,2722,91,983621,41,638972
https://lonelyplanet.com/,84,34,20,5,3,5,0,17,65,2431.292,1400.895,394.208,179.752,84.225,331.628,0.0,40.584,1429.357,1725,1725,4476,0.055209878568147686,7426,7626,9824,8463,44,1851358,43,595773
https://google.it/,38,10,8,2,1,2,0,15,14,788.803,612.253,29.515,58.014,0.92,26.205,0.0,61.896,320.403,846,846,1505,0.0,1913,4061,4571,1809,10,376839,30,413487
https://mysql.com/,60,24,17,2,5,6,0,6,35,829.86,304.796,348.206,8.624,32.095,127.102,0.0,9.037,256.165,1313,1350,1854,0.0013690334917087568,2271,2122,3695,2971,23,404850,41,426116
https://worldcat.org/,79,19,38,1,15,0,0,6,28,645.614,434.726,91.935,15.419,67.09,0.0,0.0,36.444,452.185,1655,1655,2604,0.02399729300841077,3174,2615,3248,3071,80,645698,0,0
https://nasdaq.com/,404,95,89,37,5,16,0,162,358,4621.394,3293.072,498.477,91.383,57.799,416.318,0.0,264.345,2856.875,1041,1041,6103,0.009574588623830541,9338,16373,25173,6612,100,3013477,318,1623342
https://atlassian.com/,207,47,70,7,2,6,0,75,86,3484.687,2410.893,574.313,34.982,284.821,159.011,0.0,20.667,624.821,2704,2747,3282,0.6542226815825783,6778,16997,14941,10463,80,2117372,135,1367315
https://diigo.com/,19,3,10,1,2,0,0,3,5,409.272,55.725,343.556,4.286,4.846,0.0,0.0,0.859,18.929,1066,1118,1759,0.0,1447,1753,2076,1306,14,386895,6,23595
https://hhs.gov/,134,41,45,3,7,2,0,36,94,1834.937,1304.119,248.654,61.425,118.434,26.745,0.0,75.56,1383.089,1132,1132,2628,0.05628910683230351,3226,5985,7437,2020,47,1336218,90,499875
https://fao.org/,231,67,83,9,17,9,2,44,139,17526.385,1989.282,8521.907,183.721,149.014,200.435,6333.121,148.905,2426.027,2217,2369,4214,0.02567889306269265,8357,7905,27984,3618,146,3741195,92,13830301
https://scmp.com/,660,163,79,27,25,12,0,354,266,4581.93,2720.714,888.605,230.449,97.627,135.788,0.0,508.747,1960.886,1631,1631,4063,0.009483834283702535,15745,29325,44327,12323,323,2813185,342,1769314
https://npr.org/,622,124,189,62,5,0,0,242,571,4202.37,2946.163,664.201,121.939,255.072,0.0,0.0,214.995,3180.216,1265,1463,5034,0.02327649080025775,5885,9920,4380,1954,83,1389251,567,2929332
https://schneier.com/,32,5,15,1,9,0,0,2,24,248.322,39.734,130.703,14.074,62.853,0.0,0.0,0.958,224.664,955,955,955,0.05469342141352715,1126,1079,1218,1195,25,238016,7,10306
https://theguardian.com/,303,49,129,16,3,28,0,78,272,2838.126,1397.072,848.416,208.677,47.014,241.659,0.0,95.288,2545.301,1029,1077,1386,0.3532687260881166,5459,10827,12815,4130,134,1529290,175,1308836
https://nypost.com/,881,142,237,69,45,3,0,385,754,4220.236,2993.072,439.921,192.278,122.17,83.184,0.0,389.611,2747.379,1959,2029,2471,0.11941207425692785,15129,33655,41849,9390,154,2054362,746,2189999
https://illinois.edu/,99,37,34,3,3,9,0,13,40,3256.656,727.196,1919.372,50.552,152.866,368.112,0.0,38.558,629.044,1254,1254,7519,0.01433246918516623,9438,9367,13540,12378,89,3151787,12,106349
https://uspto.gov/,51,27,9,1,7,0,0,7,9,1448.926,967.867,294.21,21.386,156.253,0.0,0.0,9.21,160.109,1963,1963,2860,5.052337160428499e-05,4274,5873,27185,26967,22,307762,32,1147781
https://telegraph.co.uk/,348,115,105,17,3,3,0,105,274,3200.496,1962.692,843.579,83.762,50.003,147.12,0.0,113.34,1866.677,994,1022,1590,0.02214587133045204,3961,10708,14559,3653,60,1414723,291,1785773
https://python.org/,34,8,3,1,3,5,0,14,10,533.494,152.837,24.015,50.057,157.929,140.509,0.0,8.147,138.518,1440,1651,2522,0.11205143857613736,2245,2192,3435,2695,24,539654,12,22938
https://urbandictionary.com/,346,22,75,32,0,3,0,214,342,880.289,461.666,133.687,76.185,0.0,50.371,0.0,158.38,858.591,893,1420,1500,0.013661315741544085,3750,8921,30441,2518,17,503823,332,376827
https://ufl.edu/,158,53,46,4,26,11,0,18,56,3280.723,1229.224,1490.362,75.418,289.21,176.755,0.0,19.754,945.94,3485,3485,3485,0.22951587141700405,6776,7045,10945,6000,124,2801954,34,478769
https://wustl.edu/,73,13,38,1,4,8,0,9,19,4050.756,190.855,3647.628,24.879,45.96,122.376,0.0,19.058,232.676,1055,1261,2281,0.36837609732768894,2126,1803,3864,2267,56,1611923,17,2438833
https://fedoraproject.org/,27,1,17,1,3,3,0,2,7,766.477,214.131,300.979,5.45,53.971,190.47,0.0,1.476,144.679,1201,1697,1965,0.06050726578777484,1684,2377,1991,1878,22,587378,7,183569
https://georgetown.edu/,106,25,43,3,9,8,1,17,72,13423.919,1271.019,5657.597,72.737,152.344,396.632,5833.592,39.998,8609.423,1362,1762,2158,0.0030964469653490157,4222,5687,4937,2726,80,12492686,27,935140
https://openstreetmap.org/,55,4,41,1,3,0,0,6,0,793.443,190.466,522.238,6.349,41.342,0.0,0.0,33.048,0.0,2048,2149,2344,0.0,2934,2940,3425,2038,48,713148,7,80295
https://dribbble.com/,78,24,30,3,3,3,1,14,31,10178.454,610.992,304.198,60.864,67.713,106.065,8989.724,38.898,403.135,717,717,1087,0.06818018237423158,3258,12095,5524,2070,31,738257,48,9440197
https://biomedcentral.com/,56,16,14,2,3,5,0,16,39,2127.5,1290.107,558.8,68.361,18.993,164.636,0.0,26.603,1779.421,1498,1498,1498,0.0005116004531897882,2242,4425,4488,1089,24,779633,34,1347867
https://miamiherald.com/,758,115,237,49,6,5,0,346,702,4647.637,3190.605,906.306,105.841,61.531,110.62,0.0,272.734,3498.74,1649,1672,1697,0.2749232916051475,12564,24034,27724,3909,243,2781426,575,1866211
https://howstuffworks.com/,79,24,16,3,0,3,0,33,74,956.241,664.24,131.606,37.789,0.0,56.001,0.0,66.605,913.792,914,958,1243,0.0,2709,3946,6790,2972,17,255278,63,700963
https://springer.com/,58,24,23,2,4,0,0,5,41,1125.687,774.284,271.641,9.091,69.255,0.0,0.0,1.416,720.016,1870,1918,1918,0.0037800824513226504,4923,6007,8241,4063,28,761158,31,371774
https://addthis.com/,72,31,9,6,5,1,0,20,39,573.737,416.411,22.464,38.955,52.638,31.563,0.0,11.706,170.442,924,1186,1302,0.006154730982637947,4771,9071,14865,1795,37,392977,37,182084
https://archives.gov/,90,17,19,3,33,6,0,12,32,1058.74,499.218,267.034,34.079,97.696,141.14,0.0,19.573,462.88,1472,1573,1987,0.10460617055300525,4282,5135,7349,3904,66,813359,24,245381
https://digg.com/,104,25,44,3,7,5,0,20,52,4813.306,779.837,3737.025,35.093,17.76,230.489,0.0,13.102,890.252,2115,2275,2355,0.04010268364117528,4986,7946,10150,5751,25,483719,79,4329587
https://pewresearch.org/,116,27,55,2,11,7,0,14,39,7173.93,1025.229,5650.077,30.826,122.63,342.251,0.0,2.917,706.915,1284,1324,2536,0.21342437647231838,2740,4773,6189,3885,78,4047652,39,3127358
https://us.com/,18,1,12,1,2,0,0,2,4,100.408,17.565,72.98,2.329,6.797,0.0,0.0,0.737,18.803,325,325,847,0.010472407407407408,754,786,1661,1187,14,81605,5,19163
https://spiegel.de/,59,21,6,1,4,9,0,18,18,1454.901,638.009,129.156,163.465,150.487,298.821,0.0,74.963,341.941,2789,2789,3037,0.0,3547,6830,9638,4858,27,794748,60,662681
https://digital.com/,40,9,17,1,8,1,0,4,6,484.745,161.633,215.766,40.72,27.566,37.305,0.0,1.755,93.061,668,668,1308,0.04488175276138512,1380,1643,2730,1517,24,289760,24,194985
https://gatech.edu/,56,13,16,2,15,7,0,3,25,2762.141,123.65,2375.25,14.96,102.54,145.005,0.0,0.736,275.65,1843,1930,2947,0.01624842885551559,3587,3459,4598,3526,49,1181849,8,1582461
https://bund.de/,51,6,16,1,2,21,0,5,0,3964.741,2187.917,569.552,44.737,422.852,732.241,0.0,7.442,0.0,2605,2653,4316,0.0,6177,3108,6482,5720,58,3980933,0,0
https://europa.eu/,26,11,4,1,7,0,0,3,0,232.22,159.29,4.942,2.903,63.847,0.0,0.0,1.238,0.0,1208,1248,2449,0.020973782771535582,2503,1670,2733,2491,16,162152,11,71138
https://sap.com/,245,91,49,13,20,6,0,66,138,2348.641,1706.231,157.486,26.952,112.161,43.859,0.0,301.952,1255.163,3269,3289,5600,0.0050778127642264045,8283,11448,10870,6969,125,1345403,122,1005464
https://help.opera.com/,32,7,13,1,4,3,0,4,29,477.101,73.26,313.81,9.505,24.067,52.188,0.0,4.271,463.972,1157,1166,1614,0.12595425930353016,1729,1493,2153,1928,28,472629,4,4472
https://seekingalpha.com/,294,55,91,1,8,0,0,139,186,2795.216,1252.854,1295.6,30.348,13.94,0.0,0.0,202.474,2150.155,386,2113,5335,0.00236157110568519,6994,9659,2348,465,106,966028,189,1830898
https://yandex.ru/,105,21,47,4,1,1,0,31,79,2275.181,1511.208,293.736,287.647,3.286,26.605,0.0,152.699,1726.073,1978,3651,3829,0.00044101698122386466,3288,8164,9305,3842,32,637366,81,1637815
https://deloitte.com/,197,39,10,6,2,13,0,127,148,2284.35,974.962,389.627,105.038,66.082,590.299,0.0,158.342,799.979,1498,1789,2669,0.06252275178677859,3365,5916,3099,1830,46,1309617,152,977019
https://marriott.com/,349,143,61,12,5,7,0,121,286,22336.066,4525.941,17081.733,65.701,121.23,183.24,0.0,358.221,3594.471,1811,1899,7011,0.0390865058409238,19500,40880,32816,9581,74,2006944,291,20333446
https://launchpad.net/,26,4,16,1,1,2,0,2,13,353.598,172.437,61.984,7.124,28.106,75.464,0.0,8.483,12.815,593,593,779,0.1374030981977614,1472,1202,3229,1700,8,229936,18,123662
https://hatenablog.com/,263,45,133,19,2,1,0,63,262,4626.017,2859.453,1400.946,181.892,51.346,23.311,0.0,109.069,4590.59,3346,3346,5069,0.02239481546942726,8775,12551,20425,11116,112,2210604,153,2415413
https://vt.edu/,126,30,37,5,16,15,0,23,65,24825.205,3498.009,20487.031,15.738,113.5,698.003,0.0,12.924,7648.585,2133,2199,21762,0.026546334508925733,7426,9906,26125,4312,86,5871650,42,18955598
https://microsoft.com/,168,18,71,6,2,3,0,68,124,1017.603,429.299,317.564,60.249,56.37,88.274,0.0,65.847,540.47,1189,1212,2706,0.00015248920859444462,3918,6703,5480,2532,56,550820,114,466783
https://sony.com/,118,44,32,2,9,4,0,27,59,2933.386,696.293,1724.232,36.257,29.963,257.7,0.0,188.941,884.17,1883,1889,4466,0.11190663040954364,10046,11701,14065,8576,84,2401574,39,545652
https://gc.ca/,34,8,10,2,3,4,0,7,17,726.729,327.141,215.908,7.792,79.032,81.973,0.0,14.883,314.906,1903,2197,2798,0.0,3121,3072,3590,3013,33,726335,2,4468
https://wisc.edu/,47,10,14,1,3,10,2,7,13,10948.542,234.196,1002.571,24.264,21.253,141.059,9522.887,2.312,227.809,996,1028,2154,0.0010258035691102115,2074,2660,3878,1600,38,1363724,10,9590613
https://sharepoint.com/,230,61,75,6,3,4,0,81,185,2016.564,1380.411,238.286,116.626,106.247,115.204,0.0,59.79,1329.663,2559,2865,3634,0.00047945506796876836,6315,7679,10257,4293,78,847141,154,1169423
https://apachefriends.org/,37,6,22,1,3,0,0,5,8,307.875,205.542,38.783,3.856,52.075,0.0,0.0,7.619,163.353,844,963,1494,0.0007297798994980874,1189,1534,2121,1441,21,180094,16,127781
https://healthline.com/,274,62,78,7,0,6,0,121,235,5613.284,1821.261,3098.586,246.823,0.0,161.819,0.0,284.795,2378.57,1305,1342,2443,0.01576130607314801,3384,7953,6558,1892,23,1284675,254,4328609
https://justice.gov/,43,13,23,1,1,2,0,3,9,726.947,300.488,285.706,12.069,84.516,41.561,0.0,2.607,185.109,997,1244,1284,0.02369636994890143,1760,1884,3170,2527,33,598694,10,128253
https://itu.int/,121,39,43,5,6,3,0,25,45,3392.646,1932.62,1061.044,79.904,131.167,141.204,0.0,46.707,1316.813,6767,6767,10251,0.7670212765957447,11300,16280,13984,11122,90,2928642,31,464004
https://nikkei.com/,185,27,115,6,2,0,0,35,46,4808.073,475.432,4185.961,99.328,34.802,0.0,0.0,12.55,523.811,1199,1334,5040,0.11214495318799743,3333,5754,9598,6326,81,1299719,105,3510527
https://mobile.twitter.com/,53,25,1,2,1,4,0,20,37,2279.184,1550.234,404.723,69.345,0.607,180.287,0.0,73.988,2179.885,564,1566,3004,0.21372161175804663,7821,1566,2554,2537,44,2126980,9,152204
https://dailymotion.com/,360,51,76,24,1,5,0,203,298,6769.045,1873.842,313.949,253.229,49.704,187.161,0.0,4091.16,2763.791,3190,4291,8632,0.0,13203,26467,15094,3257,112,2159680,250,4609365
https://joomla.org/,42,13,19,1,6,1,0,2,5,790.722,147.631,524.664,10.898,43.657,61.816,0.0,2.056,75.491,813,813,1363,0.0,1525,813,2965,508,38,758430,5,33627
https://aarp.org/,561,150,167,38,5,7,0,194,548,3740.211,2694.646,404.029,106.683,105.879,223.035,0.0,205.939,3216.423,1241,1262,6666,0.25636550946879993,14229,30280,34340,9079,117,1991544,459,1749825
https://support.mozilla.org/,41,8,20,1,1,4,0,7,38,959.31,203.567,383.985,36.352,45.748,271.986,0.0,17.672,921.394,947,1074,1275,0.0029932706114129994,1482,2115,2258,1732,30,536338,13,422972
https://oup.com/,49,15,16,1,9,2,0,6,9,1014.986,385.348,456.418,71.267,65.443,33.207,0.0,3.303,168.701,2928,2928,4019,0.47940673074480833,4192,3928,4707,3537,45,923847,5,93183
https://amazon.co.uk/,49,7,24,1,2,4,0,11,34,519.781,114.05,245.548,59.299,28.228,68.922,0.0,3.734,456.261,1855,1855,1995,0.12255772353647111,2742,2689,3081,2882,22,372237,28,150530
https://frontier.com/,345,82,80,25,9,6,0,143,311,3499.967,2737.634,83.683,240.21,138.838,183.329,0.0,116.273,2611.978,861,929,3613,0.007652356106758138,4574,15221,18816,2355,53,1375774,295,2192428
https://smugmug.com/,85,6,33,1,2,37,0,6,81,6399.927,296.508,4254.359,15.253,103.628,1723.181,0.0,6.998,6381.345,2072,2160,6288,0.009757862288443534,3872,4246,5225,3721,50,2035615,36,4366188
https://usgs.gov/,141,59,30,3,31,10,0,8,41,38054.242,518.14,37079.852,19.162,126.129,309.824,0.0,1.135,37427.901,1123,1404,2790,0.06191257517721543,4974,4707,10490,4563,140,3241385,3,34824622
https://evernote.com/,96,22,54,5,1,4,0,10,47,3482.899,653.714,2360.763,17.58,22.227,425.222,0.0,3.393,533.74,1799,1799,4494,0.008532975128880555,2961,5169,6220,2769,48,1490261,49,1996958
https://fc2.com/,52,18,20,4,8,0,0,2,16,1250.231,286.928,916.533,25.478,20.516,0.0,0.0,0.776,286.386,868,912,868,0.004724140545093197,1792,2127,3679,1661,29,254389,24,997224
https://anchor.fm/,98,23,21,10,2,3,0,39,92,5921.862,5499.299,103.823,23.869,55.311,198.502,0.0,41.058,5901.404,1460,3599,9140,0.0,6494,10770,10496,446,55,5878601,44,43261
https://last.fm/,190,64,50,5,7,4,0,60,135,4999.26,1945.837,2467.012,42.972,369.75,62.093,0.0,111.596,3631.035,1318,1659,2161,0.0005075639261883678,9183,16998,22851,4455,36,1721174,157,3279546
https://fifa.com/,90,30,23,3,3,8,0,23,39,3326.179,1509.506,1140.646,161.873,110.7,356.178,0.0,47.276,557.238,1234,1234,4865,0.4156371191800571,4578,5884,5738,4136,69,3223909,21,102270
https://cdn.shopify.com/,13,3,6,1,1,0,0,2,0,425.427,24.603,216.911,15.593,0.919,0.0,0.0,167.401,0.0,507,510,510,0.19631653472694155,1160,744,2157,1131,7,52341,7,373086
https://addtoany.com/,8,2,1,2,2,0,0,1,0,100.263,59.968,3.789,7.282,28.909,0.0,0.0,0.315,0.0,547,682,744,0.0,971,942,1556,910,8,65740,24,35361
https://japantimes.co.jp/,391,135,108,14,36,15,0,83,306,6961.752,1923.165,4493.579,40.96,198.433,196.431,0.0,109.184,6563.502,1814,1814,4542,0.18233117498693513,8027,11237,19456,9096,178,5108119,227,1853633
https://mercurynews.com/,473,105,99,36,9,7,0,217,420,5190.599,3138.12,1049.748,102.692,126.564,182.37,0.0,591.105,3636.938,2494,2510,4224,0.3828648881522604,14263,22662,30490,8055,180,2881219,310,2318500
https://cnbc.com/,365,104,65,29,1,8,0,158,331,4298.613,3325.043,232.065,272.388,6.042,231.735,0.0,231.34,3853.07,2012,2012,2106,0.07888565420397525,6836,15908,2849,2801,53,1695549,322,2607960
https://constantcontact.com/,232,83,48,11,10,4,0,76,206,7618.163,1431.02,5852.988,70.118,57.893,102.323,0.0,103.821,7080.159,1777,1777,5686,0.006725066960361824,4073,8540,11884,2214,38,1451499,195,6166664
https://zhihu.com/,51,21,5,1,3,0,0,21,17,1571.954,1086.218,432.533,19.08,24.326,0.0,0.0,9.797,418.687,1729,3221,4669,0.0033414073490354024,4917,10623,6018,4733,20,1224149,39,352423
https://autodesk.com/,343,101,75,16,17,14,0,120,247,6197.648,3133.077,2331.296,39.008,144.122,364.257,0.0,185.888,3931.602,2212,3454,8606,0.09926564423639112,13652,25696,22204,15262,65,3059532,283,3138116
https://newscientist.com/,354,58,88,36,3,5,0,164,315,2132.243,1303.648,483.493,100.414,21.352,65.057,0.0,158.279,1835.48,1382,1382,1655,0.09326250745952269,8063,8603,6966,2309,165,1829816,197,302427
